database_id,target_id,comparator_id,analysis_id,covariate_id,coefficient
cdm_premier_covid_v1240,16733,16736,2,437390212,-0.19062313626194052
cdm_premier_covid_v1240,16733,16736,2,16003,-0.1895800905564087
cdm_premier_covid_v1240,16733,16736,2,256451212,0.16616373711628676
cdm_premier_covid_v1240,16733,16736,2,4034964212,0.16452282995098075
cdm_premier_covid_v1240,16733,16736,2,261880212,0.15511950355715345
cdm_premier_covid_v1240,16733,16736,2,433595212,0.14806154141759034
cdm_premier_covid_v1240,16733,16736,2,6003,0.14714203320079164
cdm_premier_covid_v1240,16733,16736,2,42537748212,0.14683799662056157
cdm_premier_covid_v1240,16733,16736,2,31967212,0.1425289802145803
cdm_premier_covid_v1240,16733,16736,2,318800212,0.14140454720222512
cdm_premier_covid_v1240,16733,16736,2,374888212,-0.13560588565671566
cdm_premier_covid_v1240,16733,16736,2,4207184212,-0.13460522444862466
cdm_premier_covid_v1240,16733,16736,2,8003,0.12790646499261332
cdm_premier_covid_v1240,16733,16736,2,194087212,-0.1243483419600924
cdm_premier_covid_v1240,16733,16736,2,436096212,-0.12290217593619698
cdm_premier_covid_v1240,16733,16736,2,4132314212,-0.12288934477003005
cdm_premier_covid_v1240,16733,16736,2,377091212,0.11934873858039537
cdm_premier_covid_v1240,16733,16736,2,4158346212,-0.11699154114535824
cdm_premier_covid_v1240,16733,16736,2,444100212,0.11130310536151569
cdm_premier_covid_v1240,16733,16736,2,4301699212,0.11078761124681562
cdm_premier_covid_v1240,16733,16736,2,4060556212,0.10800141848624654
cdm_premier_covid_v1240,16733,16736,2,376686212,-0.10690562774940483
cdm_premier_covid_v1240,16733,16736,2,81902212,0.10483004763338322
cdm_premier_covid_v1240,16733,16736,2,37016349212,-0.10158927087412145
cdm_premier_covid_v1240,16733,16736,2,4092879212,0.09988625122723768
cdm_premier_covid_v1240,16733,16736,2,44784217212,0.09820683839641475
cdm_premier_covid_v1240,16733,16736,2,18003,-0.09565258393427027
cdm_premier_covid_v1240,16733,16736,2,4192640212,0.09467807960489814
